CafeID;Ttime;Sday;Smonth;Syear;Day
3;101;2;1;2017;1
3;83;2;1;2017;1
1;300;2;1;2017;1
2;20;2;1;2017;1
2;38;2;1;2017;1
2;38;2;1;2017;1
2;60;2;1;2017;1
2;53;2;1;2017;1
2;149;2;1;2017;1
1;147;2;1;2017;1
1;148;2;1;2017;1
1;143;2;1;2017;1
1;207;2;1;2017;1
1;206;2;1;2017;1
2;77;2;1;2017;1
2;76;2;1;2017;1
2;76;2;1;2017;1
3;7;2;1;2017;1
3;7;2;1;2017;1
3;159;2;1;2017;1
2;118;3;1;2017;2
2;71;3;1;2017;2
2;204;3;1;2017;2
3;186;3;1;2017;2
2;0;3;1;2017;2
1;200;3;1;2017;2
1;200;3;1;2017;2
1;200;3;1;2017;2
3;117;3;1;2017;2
1;20;5;1;2017;4
1;20;5;1;2017;4
1;248;5;1;2017;4
1;247;5;1;2017;4
1;44;5;1;2017;4
1;44;5;1;2017;4
1;42;5;1;2017;4
1;41;5;1;2017;4
1;153;5;1;2017;4
1;152;5;1;2017;4
3;216;5;1;2017;4
2;39;5;1;2017;4
2;86;6;1;2017;5
2;85;6;1;2017;5
1;103;6;1;2017;5
1;103;6;1;2017;5
2;257;6;1;2017;5
2;97;6;1;2017;5
1;177;6;1;2017;5
1;173;6;1;2017;5
1;174;6;1;2017;5
2;40;6;1;2017;5
2;159;6;1;2017;5
1;88;6;1;2017;5
2;349;6;1;2017;5
2;346;6;1;2017;5
1;0;6;1;2017;5
1;151;6;1;2017;5
2;269;6;1;2017;5
2;100;6;1;2017;5
2;332;6;1;2017;5
2;314;6;1;2017;5
2;320;6;1;2017;5
2;320;6;1;2017;5
1;30;6;1;2017;5
2;102;6;1;2017;5
2;102;6;1;2017;5
2;188;6;1;2017;5
2;183;6;1;2017;5
2;197;6;1;2017;5
2;42;6;1;2017;5
1;83;6;1;2017;5
2;187;6;1;2017;5
1;85;6;1;2017;5
1;134;6;1;2017;5
1;271;6;1;2017;5
1;350;6;1;2017;5
1;351;6;1;2017;5
1;350;6;1;2017;5
1;350;6;1;2017;5
3;252;6;1;2017;5
3;260;6;1;2017;5
3;256;6;1;2017;5
3;244;6;1;2017;5
3;244;6;1;2017;5
3;244;6;1;2017;5
2;114;6;1;2017;5
2;113;6;1;2017;5
2;77;6;1;2017;5
2;16;6;1;2017;5
1;205;6;1;2017;5
1;205;6;1;2017;5
2;143;6;1;2017;5
3;157;6;1;2017;5
3;103;6;1;2017;5
3;133;6;1;2017;5
2;115;6;1;2017;5
1;137;6;1;2017;5
1;136;6;1;2017;5
2;219;6;1;2017;5
2;24;6;1;2017;5
2;24;6;1;2017;5
2;21;6;1;2017;5
2;21;6;1;2017;5
3;135;6;1;2017;5
3;135;6;1;2017;5
3;0;6;1;2017;5
3;287;6;1;2017;5
2;175;6;1;2017;5
2;176;6;1;2017;5
2;79;6;1;2017;5
2;79;6;1;2017;5
2;79;6;1;2017;5
2;45;6;1;2017;5
2;45;6;1;2017;5
2;103;6;1;2017;5
2;103;6;1;2017;5
3;119;6;1;2017;5
3;119;6;1;2017;5
2;125;6;1;2017;5
2;126;6;1;2017;5
2;92;7;1;2017;6
1;1411;7;1;2017;6
1;1409;7;1;2017;6
3;94;7;1;2017;6
2;370;7;1;2017;6
2;214;7;1;2017;6
2;217;7;1;2017;6
2;195;7;1;2017;6
1;30;3;1;2017;2
1;30;3;1;2017;2
1;30;3;1;2017;2
3;127;3;1;2017;2
2;108;3;1;2017;2
2;62;3;1;2017;2
2;107;3;1;2017;2
1;119;3;1;2017;2
2;31;3;1;2017;2
2;32;3;1;2017;2
1;177;3;1;2017;2
1;177;3;1;2017;2
1;166;3;1;2017;2
1;169;3;1;2017;2
3;113;3;1;2017;2
3;113;3;1;2017;2
2;7;3;1;2017;2
2;87;3;1;2017;2
3;121;3;1;2017;2
3;120;3;1;2017;2
2;36;3;1;2017;2
2;36;3;1;2017;2
2;102;3;1;2017;2
2;102;3;1;2017;2
1;195;3;1;2017;2
3;143;3;1;2017;2
2;65;3;1;2017;2
3;109;3;1;2017;2
2;155;3;1;2017;2
2;79;3;1;2017;2
2;80;3;1;2017;2
2;79;3;1;2017;2
1;183;3;1;2017;2
1;96;3;1;2017;2
2;104;3;1;2017;2
2;104;3;1;2017;2
2;104;3;1;2017;2
3;89;3;1;2017;2
2;128;3;1;2017;2
2;128;3;1;2017;2
2;15;3;1;2017;2
2;16;3;1;2017;2
3;67;3;1;2017;2
2;14;3;1;2017;2
2;42;3;1;2017;2
3;84;4;1;2017;3
2;96;4;1;2017;3
1;206;4;1;2017;3
1;206;4;1;2017;3
1;206;4;1;2017;3
1;206;4;1;2017;3
1;206;4;1;2017;3
1;243;4;1;2017;3
1;113;4;1;2017;3
1;129;4;1;2017;3
1;129;4;1;2017;3
1;4;4;1;2017;3
2;158;4;1;2017;3
3;66;4;1;2017;3
2;71;4;1;2017;3
2;76;4;1;2017;3
2;76;4;1;2017;3
1;56;4;1;2017;3
2;79;4;1;2017;3
2;130;4;1;2017;3
2;129;4;1;2017;3
2;129;4;1;2017;3
2;129;4;1;2017;3
3;135;4;1;2017;3
3;135;4;1;2017;3
3;195;4;1;2017;3
2;161;4;1;2017;3
2;161;4;1;2017;3
3;128;4;1;2017;3
3;128;4;1;2017;3
3;128;4;1;2017;3
3;221;4;1;2017;3
3;238;4;1;2017;3
3;235;4;1;2017;3
3;221;4;1;2017;3
2;62;4;1;2017;3
2;61;4;1;2017;3
1;127;4;1;2017;3
2;83;4;1;2017;3
2;82;4;1;2017;3
2;83;4;1;2017;3
1;149;4;1;2017;3
2;151;4;1;2017;3
2;151;4;1;2017;3
1;127;4;1;2017;3
1;127;4;1;2017;3
1;117;4;1;2017;3
1;113;4;1;2017;3
3;146;4;1;2017;3
3;146;4;1;2017;3
2;48;4;1;2017;3
2;134;4;1;2017;3
2;134;4;1;2017;3
2;134;4;1;2017;3
3;2;4;1;2017;3
3;2;4;1;2017;3
1;364;4;1;2017;3
3;89;5;1;2017;4
3;88;5;1;2017;4
3;134;5;1;2017;4
3;134;5;1;2017;4
3;134;5;1;2017;4
3;133;5;1;2017;4
2;170;5;1;2017;4
2;103;5;1;2017;4
2;103;5;1;2017;4
2;63;5;1;2017;4
1;119;5;1;2017;4
2;63;5;1;2017;4
1;119;5;1;2017;4
1;119;5;1;2017;4
1;116;5;1;2017;4
1;811;5;1;2017;4
1;115;5;1;2017;4
1;811;5;1;2017;4
3;245;5;1;2017;4
2;71;5;1;2017;4
1;16;5;1;2017;4
1;87;5;1;2017;4
1;99;5;1;2017;4
2;82;5;1;2017;4
2;82;5;1;2017;4
3;287;5;1;2017;4
3;288;5;1;2017;4
3;286;5;1;2017;4
3;27;5;1;2017;4
2;52;5;1;2017;4
2;100;5;1;2017;4
2;100;5;1;2017;4
3;218;5;1;2017;4
1;227;5;1;2017;4
2;136;5;1;2017;4
2;135;5;1;2017;4
2;135;5;1;2017;4
3;274;5;1;2017;4
3;43;5;1;2017;4
3;107;5;1;2017;4
1;211;5;1;2017;4
1;210;5;1;2017;4
1;210;5;1;2017;4
1;91;5;1;2017;4
1;154;5;1;2017;4
2;45;5;1;2017;4
2;157;5;1;2017;4
3;1432;5;1;2017;4
2;23;5;1;2017;4
2;56;5;1;2017;4
1;100;5;1;2017;4
2;28;5;1;2017;4
2;128;5;1;2017;4
2;128;5;1;2017;4
2;84;5;1;2017;4
2;89;5;1;2017;4
2;45;5;1;2017;4
2;176;5;1;2017;4
2;119;5;1;2017;4
2;119;5;1;2017;4
2;119;5;1;2017;4
2;24;5;1;2017;4
2;21;5;1;2017;4
2;21;5;1;2017;4
3;96;5;1;2017;4
1;40;5;1;2017;4
1;164;5;1;2017;4
1;3;5;1;2017;4
2;112;5;1;2017;4
2;206;5;1;2017;4
2;109;5;1;2017;4
2;129;5;1;2017;4
2;129;5;1;2017;4
2;108;5;1;2017;4
2;40;5;1;2017;4
3;121;5;1;2017;4
3;121;5;1;2017;4
3;89;5;1;2017;4
3;91;5;1;2017;4
3;138;5;1;2017;4
3;138;5;1;2017;4
1;217;5;1;2017;4
1;218;5;1;2017;4
1;141;10;1;2017;9
1;141;10;1;2017;9
2;24;10;1;2017;9
2;25;10;1;2017;9
1;172;10;1;2017;9
1;140;10;1;2017;9
1;121;10;1;2017;9
2;60;10;1;2017;9
3;3;10;1;2017;9
3;136;10;1;2017;9
3;136;10;1;2017;9
3;181;10;1;2017;9
3;180;10;1;2017;9
3;131;10;1;2017;9
2;67;11;1;2017;10
2;68;11;1;2017;10
3;24;11;1;2017;10
3;222;11;1;2017;10
2;220;11;1;2017;10
3;201;7;1;2017;6
1;206;7;1;2017;6
1;206;7;1;2017;6
3;161;7;1;2017;6
3;431;7;1;2017;6
1;433;7;1;2017;6
3;163;7;1;2017;6
2;269;7;1;2017;6
1;358;7;1;2017;6
3;247;7;1;2017;6
3;247;7;1;2017;6
3;247;7;1;2017;6
1;259;7;1;2017;6
1;252;7;1;2017;6
1;99;7;1;2017;6
1;97;7;1;2017;6
1;98;7;1;2017;6
1;97;7;1;2017;6
2;123;7;1;2017;6
1;113;7;1;2017;6
1;138;7;1;2017;6
1;180;7;1;2017;6
2;24;7;1;2017;6
1;169;7;1;2017;6
1;168;7;1;2017;6
1;168;7;1;2017;6
1;170;7;1;2017;6
1;167;7;1;2017;6
1;128;7;1;2017;6
1;127;7;1;2017;6
2;88;7;1;2017;6
1;309;7;1;2017;6
1;179;7;1;2017;6
1;177;7;1;2017;6
2;186;7;1;2017;6
3;108;7;1;2017;6
1;156;7;1;2017;6
2;181;7;1;2017;6
2;130;7;1;2017;6
2;67;7;1;2017;6
2;68;7;1;2017;6
2;70;7;1;2017;6
1;52;7;1;2017;6
2;83;7;1;2017;6
2;37;7;1;2017;6
3;114;7;1;2017;6
3;114;7;1;2017;6
3;113;7;1;2017;6
3;113;7;1;2017;6
2;190;8;1;2017;7
2;191;8;1;2017;7
2;189;8;1;2017;7
3;178;8;1;2017;7
2;46;8;1;2017;7
2;45;8;1;2017;7
2;154;8;1;2017;7
2;157;8;1;2017;7
2;156;8;1;2017;7
3;503;8;1;2017;7
3;67;8;1;2017;7
2;276;8;1;2017;7
2;274;8;1;2017;7
2;274;8;1;2017;7
1;108;8;1;2017;7
3;36;8;1;2017;7
3;362;8;1;2017;7
3;208;8;1;2017;7
2;103;8;1;2017;7
1;170;8;1;2017;7
3;230;8;1;2017;7
3;229;8;1;2017;7
3;229;8;1;2017;7
3;212;8;1;2017;7
2;192;8;1;2017;7
3;140;8;1;2017;7
3;3;8;1;2017;7
1;177;8;1;2017;7
1;60;8;1;2017;7
1;60;8;1;2017;7
2;43;8;1;2017;7
3;69;8;1;2017;7
1;59;8;1;2017;7
2;99;8;1;2017;7
1;1;8;1;2017;7
2;229;8;1;2017;7
1;43;8;1;2017;7
2;190;8;1;2017;7
2;164;8;1;2017;7
2;166;8;1;2017;7
1;86;8;1;2017;7
1;99;8;1;2017;7
1;99;8;1;2017;7
3;0;8;1;2017;7
2;271;9;1;2017;8
1;96;9;1;2017;8
1;83;9;1;2017;8
2;177;9;1;2017;8
3;200;9;1;2017;8
3;104;9;1;2017;8
3;103;9;1;2017;8
2;81;9;1;2017;8
2;70;9;1;2017;8
2;62;9;1;2017;8
1;125;9;1;2017;8
1;125;9;1;2017;8
1;72;9;1;2017;8
1;107;9;1;2017;8
2;62;9;1;2017;8
1;179;9;1;2017;8
1;187;9;1;2017;8
1;178;9;1;2017;8
1;208;9;1;2017;8
1;158;9;1;2017;8
3;58;9;1;2017;8
3;58;9;1;2017;8
3;108;9;1;2017;8
2;2;9;1;2017;8
1;45;10;1;2017;9
2;65;10;1;2017;9
2;137;10;1;2017;9
2;137;10;1;2017;9
3;215;10;1;2017;9
2;118;10;1;2017;9
2;118;10;1;2017;9
3;9;10;1;2017;9
2;114;10;1;2017;9
2;114;10;1;2017;9
1;71;14;1;2017;13
1;518;14;1;2017;13
2;127;14;1;2017;13
2;125;14;1;2017;13
1;373;14;1;2017;13
1;512;14;1;2017;13
1;482;14;1;2017;13
1;482;14;1;2017;13
2;94;14;1;2017;13
2;232;14;1;2017;13
2;2;14;1;2017;13
2;212;14;1;2017;13
2;2;14;1;2017;13
2;156;14;1;2017;13
1;209;14;1;2017;13
2;61;14;1;2017;13
2;127;14;1;2017;13
2;260;14;1;2017;13
3;89;14;1;2017;13
3;89;14;1;2017;13
3;90;14;1;2017;13
2;252;14;1;2017;13
3;96;14;1;2017;13
2;34;15;1;2017;14
2;35;15;1;2017;14
1;108;15;1;2017;14
1;93;15;1;2017;14
2;261;15;1;2017;14
2;252;15;1;2017;14
2;228;15;1;2017;14
3;309;15;1;2017;14
3;311;15;1;2017;14
3;311;15;1;2017;14
1;168;15;1;2017;14
1;182;15;1;2017;14
2;55;15;1;2017;14
2;54;15;1;2017;14
1;165;15;1;2017;14
1;165;15;1;2017;14
1;165;15;1;2017;14
1;165;15;1;2017;14
1;165;15;1;2017;14
2;36;15;1;2017;14
1;284;15;1;2017;14
1;282;15;1;2017;14
3;146;15;1;2017;14
2;34;15;1;2017;14
2;34;15;1;2017;14
1;255;15;1;2017;14
1;256;15;1;2017;14
3;188;15;1;2017;14
2;35;15;1;2017;14
2;30;15;1;2017;14
2;41;15;1;2017;14
2;31;15;1;2017;14
1;190;15;1;2017;14
1;96;15;1;2017;14
2;94;15;1;2017;14
3;238;15;1;2017;14
3;124;15;1;2017;14
3;132;15;1;2017;14
3;132;15;1;2017;14
1;98;15;1;2017;14
2;69;15;1;2017;14
1;132;15;1;2017;14
3;88;15;1;2017;14
3;36;15;1;2017;14
3;36;15;1;2017;14
3;107;15;1;2017;14
3;107;15;1;2017;14
3;19;15;1;2017;14
2;202;15;1;2017;14
2;202;15;1;2017;14
3;21;15;1;2017;14
2;191;15;1;2017;14
2;189;15;1;2017;14
2;191;15;1;2017;14
3;99;11;1;2017;10
3;99;11;1;2017;10
2;119;11;1;2017;10
3;106;11;1;2017;10
2;160;11;1;2017;10
1;93;11;1;2017;10
1;92;11;1;2017;10
1;93;11;1;2017;10
2;59;11;1;2017;10
3;19;11;1;2017;10
2;111;11;1;2017;10
1;72;11;1;2017;10
3;109;11;1;2017;10
3;130;11;1;2017;10
3;130;11;1;2017;10
1;56;11;1;2017;10
1;56;11;1;2017;10
2;53;11;1;2017;10
1;125;11;1;2017;10
1;125;11;1;2017;10
2;100;11;1;2017;10
1;49;11;1;2017;10
1;115;11;1;2017;10
1;115;11;1;2017;10
1;115;11;1;2017;10
3;0;11;1;2017;10
1;121;11;1;2017;10
3;0;11;1;2017;10
3;0;11;1;2017;10
1;0;12;1;2017;11
1;113;12;1;2017;11
2;109;12;1;2017;11
2;0;12;1;2017;11
2;288;12;1;2017;11
2;80;12;1;2017;11
1;36;12;1;2017;11
1;35;12;1;2017;11
1;61;12;1;2017;11
1;62;12;1;2017;11
1;23;12;1;2017;11
1;23;12;1;2017;11
1;23;12;1;2017;11
1;100;12;1;2017;11
1;99;12;1;2017;11
2;54;12;1;2017;11
3;92;12;1;2017;11
3;92;12;1;2017;11
2;83;12;1;2017;11
1;45;12;1;2017;11
2;27;12;1;2017;11
2;109;12;1;2017;11
1;155;12;1;2017;11
1;155;12;1;2017;11
2;110;12;1;2017;11
2;108;12;1;2017;11
1;89;12;1;2017;11
1;87;12;1;2017;11
1;81;12;1;2017;11
2;69;13;1;2017;12
3;17;13;1;2017;12
3;88;13;1;2017;12
1;138;13;1;2017;12
1;138;13;1;2017;12
3;40;13;1;2017;12
3;40;13;1;2017;12
2;175;13;1;2017;12
2;265;13;1;2017;12
1;146;13;1;2017;12
1;146;13;1;2017;12
2;213;13;1;2017;12
2;206;13;1;2017;12
2;205;13;1;2017;12
2;187;13;1;2017;12
2;190;13;1;2017;12
2;167;13;1;2017;12
2;154;13;1;2017;12
2;118;13;1;2017;12
1;4;13;1;2017;12
1;4;13;1;2017;12
1;4;13;1;2017;12
2;233;13;1;2017;12
2;151;13;1;2017;12
2;150;13;1;2017;12
2;230;13;1;2017;12
3;211;13;1;2017;12
2;117;13;1;2017;12
2;111;13;1;2017;12
1;219;13;1;2017;12
2;199;13;1;2017;12
3;53;13;1;2017;12
2;60;13;1;2017;12
2;45;13;1;2017;12
2;45;13;1;2017;12
1;35;13;1;2017;12
1;34;13;1;2017;12
1;34;13;1;2017;12
1;34;13;1;2017;12
2;15;14;1;2017;13
1;123;14;1;2017;13
1;445;14;1;2017;13
1;426;14;1;2017;13
1;426;14;1;2017;13
1;181;14;1;2017;13
1;173;14;1;2017;13
1;178;14;1;2017;13
3;161;14;1;2017;13
2;143;14;1;2017;13
3;79;14;1;2017;13
2;153;14;1;2017;13
2;153;14;1;2017;13
2;111;14;1;2017;13
1;97;14;1;2017;13
1;97;14;1;2017;13
2;54;14;1;2017;13
1;183;14;1;2017;13
1;183;14;1;2017;13
2;103;14;1;2017;13
1;172;14;1;2017;13
3;90;14;1;2017;13
2;105;14;1;2017;13
2;92;14;1;2017;13
1;211;14;1;2017;13
3;131;14;1;2017;13
3;174;14;1;2017;13
1;182;14;1;2017;13
3;265;14;1;2017;13
1;166;14;1;2017;13
1;119;14;1;2017;13
3;250;14;1;2017;13
2;84;14;1;2017;13
3;338;14;1;2017;13
2;83;14;1;2017;13
2;82;14;1;2017;13
3;275;14;1;2017;13
2;219;14;1;2017;13
2;215;14;1;2017;13
3;236;14;1;2017;13
1;28;14;1;2017;13
1;28;14;1;2017;13
2;93;14;1;2017;13
3;248;14;1;2017;13
3;444;14;1;2017;13
1;13;14;1;2017;13
3;306;14;1;2017;13
3;234;14;1;2017;13
1;168;14;1;2017;13
1;167;14;1;2017;13
1;167;14;1;2017;13
3;292;14;1;2017;13
3;421;14;1;2017;13
2;176;14;1;2017;13
1;360;14;1;2017;13
1;150;14;1;2017;13
2;130;18;1;2017;17
1;8;18;1;2017;17
3;72;18;1;2017;17
1;5;18;1;2017;17
3;9;18;1;2017;17
3;7;18;1;2017;17
2;40;18;1;2017;17
2;40;18;1;2017;17
3;213;18;1;2017;17
3;26;18;1;2017;17
2;60;18;1;2017;17
1;7;18;1;2017;17
3;98;18;1;2017;17
3;150;19;1;2017;18
2;120;19;1;2017;18
1;75;19;1;2017;18
1;75;19;1;2017;18
2;108;19;1;2017;18
3;54;19;1;2017;18
1;3;19;1;2017;18
1;3;19;1;2017;18
1;78;19;1;2017;18
1;78;19;1;2017;18
2;34;19;1;2017;18
3;111;19;1;2017;18
2;44;19;1;2017;18
2;44;19;1;2017;18
2;284;19;1;2017;18
1;107;19;1;2017;18
1;107;19;1;2017;18
1;69;19;1;2017;18
1;153;19;1;2017;18
3;137;19;1;2017;18
3;138;19;1;2017;18
3;138;19;1;2017;18
1;122;19;1;2017;18
2;77;20;1;2017;19
1;77;20;1;2017;19
3;110;20;1;2017;19
2;27;20;1;2017;19
1;223;20;1;2017;19
1;223;20;1;2017;19
1;78;20;1;2017;19
3;108;20;1;2017;19
3;107;20;1;2017;19
3;107;20;1;2017;19
1;259;20;1;2017;19
1;158;20;1;2017;19
2;8;20;1;2017;19
1;218;20;1;2017;19
1;150;20;1;2017;19
1;127;15;1;2017;14
2;155;15;1;2017;14
2;154;15;1;2017;14
2;154;15;1;2017;14
2;151;15;1;2017;14
2;125;15;1;2017;14
3;86;15;1;2017;14
3;94;15;1;2017;14
3;87;15;1;2017;14
2;122;15;1;2017;14
2;122;15;1;2017;14
2;123;15;1;2017;14
2;88;15;1;2017;14
2;70;16;1;2017;15
3;76;16;1;2017;15
2;40;16;1;2017;15
2;35;16;1;2017;15
2;59;16;1;2017;15
3;45;16;1;2017;15
2;39;16;1;2017;15
2;39;16;1;2017;15
2;35;16;1;2017;15
2;35;16;1;2017;15
1;81;16;1;2017;15
1;81;16;1;2017;15
2;37;16;1;2017;15
2;60;17;1;2017;16
2;60;17;1;2017;16
2;60;17;1;2017;16
2;59;17;1;2017;16
3;206;17;1;2017;16
2;84;17;1;2017;16
2;84;17;1;2017;16
1;76;17;1;2017;16
3;159;17;1;2017;16
1;229;17;1;2017;16
1;126;17;1;2017;16
2;179;17;1;2017;16
2;179;17;1;2017;16
3;41;18;1;2017;17
2;130;21;1;2017;20
2;132;21;1;2017;20
2;127;21;1;2017;20
2;119;21;1;2017;20
3;268;21;1;2017;20
3;268;21;1;2017;20
3;266;21;1;2017;20
3;264;21;1;2017;20
3;267;21;1;2017;20
2;110;21;1;2017;20
2;75;21;1;2017;20
2;75;21;1;2017;20
2;103;21;1;2017;20
2;97;21;1;2017;20
2;0;21;1;2017;20
3;242;21;1;2017;20
3;99;21;1;2017;20
2;60;21;1;2017;20
2;96;21;1;2017;20
1;246;21;1;2017;20
1;245;21;1;2017;20
2;129;21;1;2017;20
2;130;21;1;2017;20
2;92;21;1;2017;20
2;81;21;1;2017;20
2;81;21;1;2017;20
1;148;21;1;2017;20
1;148;21;1;2017;20
1;139;21;1;2017;20
1;139;21;1;2017;20
2;36;21;1;2017;20
1;67;21;1;2017;20
1;63;21;1;2017;20
3;76;21;1;2017;20
3;76;21;1;2017;20
3;189;21;1;2017;20
3;191;21;1;2017;20
3;191;21;1;2017;20
3;161;21;1;2017;20
3;156;21;1;2017;20
3;163;21;1;2017;20
3;9;21;1;2017;20
1;63;21;1;2017;20
1;63;21;1;2017;20
2;61;21;1;2017;20
2;61;21;1;2017;20
2;32;22;1;2017;21
3;393;22;1;2017;21
1;131;22;1;2017;21
1;131;22;1;2017;21
2;60;22;1;2017;21
2;157;22;1;2017;21
2;158;22;1;2017;21
2;129;22;1;2017;21
2;136;22;1;2017;21
3;255;22;1;2017;21
2;72;22;1;2017;21
2;184;22;1;2017;21
2;105;22;1;2017;21
2;185;22;1;2017;21
2;88;22;1;2017;21
2;89;22;1;2017;21
2;113;22;1;2017;21
2;110;22;1;2017;21
2;62;22;1;2017;21
2;62;22;1;2017;21
2;76;22;1;2017;21
2;274;22;1;2017;21
2;278;22;1;2017;21
3;90;22;1;2017;21
3;90;22;1;2017;21
2;101;22;1;2017;21
2;261;22;1;2017;21
2;147;22;1;2017;21
2;147;22;1;2017;21
2;146;22;1;2017;21
3;79;22;1;2017;21
3;79;22;1;2017;21
3;79;22;1;2017;21
2;101;22;1;2017;21
2;102;22;1;2017;21
2;96;22;1;2017;21
2;96;22;1;2017;21
3;159;22;1;2017;21
2;88;22;1;2017;21
3;166;22;1;2017;21
2;683;22;1;2017;21
2;52;22;1;2017;21
1;748;22;1;2017;21
2;101;23;1;2017;22
3;204;23;1;2017;22
2;130;23;1;2017;22
2;105;23;1;2017;22
1;46;23;1;2017;22
2;124;23;1;2017;22
1;138;23;1;2017;22
2;114;23;1;2017;22
3;126;23;1;2017;22
3;125;23;1;2017;22
2;58;23;1;2017;22
2;58;23;1;2017;22
1;1341;23;1;2017;22
1;1069;24;1;2017;23
2;441;24;1;2017;23
1;57;24;1;2017;23
1;56;24;1;2017;23
1;50;24;1;2017;23
1;66;24;1;2017;23
2;72;24;1;2017;23
2;72;24;1;2017;23
2;119;24;1;2017;23
2;143;24;1;2017;23
2;143;24;1;2017;23
2;129;24;1;2017;23
1;80;24;1;2017;23
1;116;24;1;2017;23
2;120;24;1;2017;23
2;120;24;1;2017;23
2;111;24;1;2017;23
1;55;24;1;2017;23
1;54;24;1;2017;23
1;55;24;1;2017;23
1;173;24;1;2017;23
3;321;24;1;2017;23
3;321;24;1;2017;23
2;93;24;1;2017;23
3;27;24;1;2017;23
1;77;25;1;2017;24
1;78;25;1;2017;24
1;230;25;1;2017;24
1;229;25;1;2017;24
1;229;25;1;2017;24
1;229;25;1;2017;24
3;135;25;1;2017;24
3;61;25;1;2017;24
2;85;25;1;2017;24
1;138;25;1;2017;24
1;138;25;1;2017;24
2;55;25;1;2017;24
3;45;25;1;2017;24
2;127;25;1;2017;24
1;62;25;1;2017;24
2;131;25;1;2017;24
2;131;25;1;2017;24
1;3;25;1;2017;24
2;44;25;1;2017;24
2;44;25;1;2017;24
1;72;25;1;2017;24
2;43;25;1;2017;24
2;79;25;1;2017;24
2;79;25;1;2017;24
2;158;25;1;2017;24
2;157;25;1;2017;24
3;43;26;1;2017;25
1;165;26;1;2017;25
1;165;26;1;2017;25
1;133;26;1;2017;25
2;135;26;1;2017;25
2;160;26;1;2017;25
2;144;26;1;2017;25
2;143;26;1;2017;25
1;146;26;1;2017;25
1;145;26;1;2017;25
1;145;26;1;2017;25
3;351;1;1;2017;0
2;149;1;1;2017;0
3;2;1;1;2017;0
2;60;1;1;2017;0
2;39;1;1;2017;0
2;59;1;1;2017;0
2;201;1;1;2017;0
2;197;1;1;2017;0
2;161;1;1;2017;0
2;143;1;1;2017;0
2;76;1;1;2017;0
2;199;1;1;2017;0
2;86;1;1;2017;0
2;88;1;1;2017;0
2;88;1;1;2017;0
2;89;1;1;2017;0
3;31;1;1;2017;0
3;29;1;1;2017;0
2;54;1;1;2017;0
3;113;1;1;2017;0
3;114;1;1;2017;0
3;114;1;1;2017;0
3;61;1;1;2017;0
3;199;1;1;2017;0
3;199;1;1;2017;0
2;112;1;1;2017;0
2;112;1;1;2017;0
2;108;1;1;2017;0
2;108;1;1;2017;0
2;58;1;1;2017;0
1;91;1;1;2017;0
1;250;2;1;2017;1
2;56;2;1;2017;1
2;72;2;1;2017;1
2;75;2;1;2017;1
2;191;2;1;2017;1
1;192;2;1;2017;1
1;193;2;1;2017;1
1;155;2;1;2017;1
3;59;2;1;2017;1
1;156;2;1;2017;1
1;156;2;1;2017;1
1;156;2;1;2017;1
3;161;2;1;2017;1
3;103;2;1;2017;1
3;102;2;1;2017;1
3;138;2;1;2017;1
1;108;2;1;2017;1
1;12;2;1;2017;1
3;64;2;1;2017;1
3;129;2;1;2017;1
1;35;2;1;2017;1
