club;card_year;card_month;card_day;card_weekday;card_hour;day
2;2017;1;5;4;11;4
3;2017;1;5;4;11;4
3;2017;1;5;4;11;4
3;2017;1;5;4;12;4
3;2017;1;5;4;12;4
3;2017;1;5;4;12;4
3;2017;1;5;4;12;4
3;2017;1;5;4;12;4
2;2017;1;5;4;12;4
1;2017;1;5;4;13;4
1;2017;1;5;4;13;4
2;2017;1;5;4;13;4
1;2017;1;5;4;13;4
1;2017;1;5;4;13;4
2;2017;1;5;4;16;4
2;2017;1;5;4;16;4
2;2017;1;5;4;17;4
2;2017;1;5;4;17;4
2;2017;1;5;4;18;4
3;2017;1;5;4;19;4
2;2017;1;5;4;22;4
2;2017;1;5;4;22;4
2;2017;1;5;4;22;4
1;2017;1;5;4;22;4
1;2017;1;5;4;22;4
1;2017;1;5;4;22;4
2;2017;1;6;5;0;5
2;2017;1;6;5;0;5
2;2017;1;6;5;0;5
2;2017;1;6;5;0;5
3;2017;1;6;5;1;5
3;2017;1;6;5;1;5
3;2017;1;6;5;1;5
3;2017;1;6;5;1;5
1;2017;1;6;5;3;5
2;2017;1;6;5;6;5
2;2017;1;6;5;6;5
2;2017;1;6;5;6;5
2;2017;1;6;5;6;5
2;2017;1;6;5;6;5
2;2017;1;6;5;6;5
1;2017;1;5;4;22;4
2;2017;1;6;5;12;5
1;2017;1;6;5;12;5
3;2017;1;6;5;12;5
1;2017;1;6;5;12;5
1;2017;1;6;5;12;5
3;2017;1;6;5;12;5
1;2017;1;6;5;12;5
1;2017;1;6;5;12;5
3;2017;1;6;5;12;5
3;2017;1;6;5;13;5
3;2017;1;6;5;13;5
3;2017;1;6;5;13;5
3;2017;1;6;5;13;5
3;2017;1;6;5;13;5
3;2017;1;6;5;13;5
3;2017;1;6;5;13;5
3;2017;1;6;5;13;5
1;2017;1;6;5;13;5
2;2017;1;6;5;13;5
3;2017;1;6;5;15;5
3;2017;1;6;5;15;5
3;2017;1;6;5;15;5
3;2017;1;6;5;15;5
1;2017;1;6;5;15;5
1;2017;1;6;5;15;5
3;2017;1;6;5;15;5
3;2017;1;6;5;16;5
3;2017;1;6;5;17;5
3;2017;1;6;5;17;5
2;2017;1;6;5;19;5
2;2017;1;6;5;20;5
2;2017;1;6;5;20;5
2;2017;1;6;5;20;5
1;2017;1;6;5;23;5
1;2017;1;6;5;23;5
3;2017;1;6;5;23;5
3;2017;1;6;5;23;5
2;2017;1;6;5;23;5
3;2017;1;6;5;23;5
2;2017;1;6;5;23;5
2;2017;1;6;5;23;5
3;2017;1;6;5;23;5
2;2017;1;6;5;23;5
1;2017;1;7;6;0;6
1;2017;1;7;6;0;6
1;2017;1;7;6;0;6
1;2017;1;7;6;2;6
3;2017;1;7;6;9;6
2;2017;1;7;6;12;6
2;2017;1;7;6;12;6
3;2017;1;7;6;12;6
3;2017;1;7;6;12;6
3;2017;1;7;6;12;6
3;2017;1;7;6;12;6
3;2017;1;7;6;12;6
3;2017;1;7;6;13;6
3;2017;1;7;6;13;6
1;2017;1;7;6;13;6
3;2017;1;7;6;13;6
3;2017;1;7;6;13;6
3;2017;1;7;6;13;6
2;2017;1;7;6;14;6
1;2017;1;7;6;15;6
1;2017;1;7;6;15;6
1;2017;1;7;6;16;6
1;2017;1;7;6;16;6
1;2017;1;7;6;16;6
1;2017;1;7;6;17;6
2;2017;1;7;6;17;6
2;2017;1;7;6;18;6
3;2017;1;7;6;20;6
3;2017;1;7;6;21;6
3;2017;1;7;6;21;6
3;2017;1;7;6;21;6
1;2017;1;7;6;21;6
3;2017;1;7;6;21;6
2;2017;1;7;6;21;6
2;2017;1;7;6;21;6
3;2017;1;7;6;21;6
2;2017;1;7;6;21;6
1;2017;1;7;6;22;6
3;2017;1;8;7;0;7
3;2017;1;8;7;0;7
3;2017;1;8;7;0;7
3;2017;1;8;7;0;7
2;2017;1;8;7;3;7
2;2017;1;8;7;6;7
2;2017;1;8;7;7;7
3;2017;1;8;7;7;7
3;2017;1;8;7;7;7
1;2017;1;8;7;7;7
1;2017;1;8;7;7;7
1;2017;1;8;7;7;7
1;2017;1;8;7;7;7
1;2017;1;8;7;7;7
1;2017;1;8;7;7;7
1;2017;1;8;7;7;7
1;2017;1;8;7;7;7
1;2017;1;8;7;8;7
1;2017;1;8;7;8;7
3;2017;1;8;7;10;7
3;2017;1;8;7;11;7
3;2017;1;8;7;11;7
3;2017;1;8;7;13;7
3;2017;1;8;7;13;7
1;2017;1;8;7;13;7
1;2017;1;8;7;15;7
2;2017;1;8;7;16;7
3;2017;1;8;7;18;7
2;2017;1;8;7;18;7
2;2017;1;8;7;18;7
3;2017;1;9;1;11;8
2;2017;1;9;1;11;8
3;2017;1;9;1;11;8
3;2017;1;9;1;11;8
1;2017;1;9;1;12;8
2;2017;1;9;1;13;8
2;2017;1;9;1;13;8
2;2017;1;9;1;15;8
2;2017;1;9;1;15;8
2;2017;1;9;1;15;8
3;2017;1;9;1;16;8
2;2017;1;9;1;18;8
2;2017;1;9;1;19;8
3;2017;1;9;1;20;8
3;2017;1;9;1;20;8
3;2017;1;9;1;20;8
3;2017;1;9;1;20;8
3;2017;1;9;1;21;8
3;2017;1;9;1;22;8
1;2017;1;9;1;22;8
2;2017;1;10;2;7;9
3;2017;1;10;2;7;9
3;2017;1;10;2;7;9
2;2017;1;10;2;10;9
2;2017;1;10;2;11;9
2;2017;1;10;2;12;9
1;2017;1;10;2;13;9
1;2017;1;10;2;13;9
1;2017;1;9;1;13;8
3;2017;1;10;2;14;9
2;2017;1;10;2;15;9
2;2017;1;10;2;17;9
2;2017;1;10;2;17;9
2;2017;1;10;2;18;9
2;2017;1;10;2;20;9
3;2017;1;10;2;20;9
3;2017;1;10;2;20;9
3;2017;1;10;2;22;9
2;2017;1;10;2;23;9
1;2017;1;11;3;1;10
1;2017;1;11;3;1;10
1;2017;1;11;3;13;10
3;2017;1;11;3;15;10
1;2017;1;11;3;15;10
1;2017;1;11;3;15;10
1;2017;1;11;3;15;10
1;2017;1;11;3;15;10
3;2017;1;11;3;16;10
3;2017;1;11;3;18;10
1;2017;1;12;4;5;11
3;2017;1;12;4;5;11
1;2017;1;12;4;6;11
1;2017;1;12;4;7;11
1;2017;1;12;4;7;11
2;2017;1;12;4;7;11
2;2017;1;12;4;10;11
2;2017;1;12;4;10;11
2;2017;1;12;4;10;11
2;2017;1;12;4;10;11
2;2017;1;12;4;10;11
1;2017;1;12;4;10;11
1;2017;1;12;4;10;11
2;2017;1;12;4;12;11
3;2017;1;12;4;12;11
3;2017;1;12;4;12;11
3;2017;1;12;4;12;11
3;2017;1;12;4;13;11
3;2017;1;12;4;14;11
2;2017;1;12;4;15;11
2;2017;1;12;4;15;11
1;2017;1;12;4;15;11
2;2017;1;12;4;18;11
1;2017;1;12;4;19;11
2;2017;1;13;5;4;12
3;2017;1;13;5;8;12
3;2017;1;13;5;8;12
1;2017;1;13;5;11;12
2;2017;1;13;5;11;12
2;2017;1;13;5;13;12
2;2017;1;13;5;15;12
1;2017;1;13;5;15;12
3;2017;1;13;5;15;12
2;2017;1;13;5;17;12
3;2017;1;13;5;20;12
3;2017;1;13;5;23;12
3;2017;1;14;6;0;13
3;2017;1;14;6;0;13
3;2017;1;14;6;0;13
3;2017;1;14;6;0;13
3;2017;1;14;6;0;13
3;2017;1;14;6;0;13
3;2017;1;14;6;1;13
3;2017;1;14;6;1;13
3;2017;1;14;6;1;13
2;2017;1;14;6;2;13
2;2017;1;14;6;2;13
1;2017;1;14;6;4;13
1;2017;1;14;6;4;13
1;2017;1;14;6;4;13
1;2017;1;14;6;7;13
3;2017;1;14;6;7;13
3;2017;1;14;6;7;13
3;2017;1;14;6;9;13
3;2017;1;14;6;10;13
3;2017;1;14;6;10;13
3;2017;1;14;6;10;13
3;2017;1;14;6;10;13
3;2017;1;14;6;13;13
1;2017;1;14;6;13;13
3;2017;1;14;6;14;13
3;2017;1;14;6;14;13
3;2017;1;14;6;15;13
2;2017;1;14;6;15;13
2;2017;1;14;6;15;13
3;2017;1;14;6;15;13
3;2017;1;14;6;16;13
2;2017;1;14;6;16;13
2;2017;1;14;6;16;13
2;2017;1;14;6;16;13
2;2017;1;14;6;16;13
2;2017;1;14;6;16;13
2;2017;1;14;6;16;13
2;2017;1;14;6;16;13
2;2017;1;14;6;16;13
2;2017;1;14;6;17;13
2;2017;1;14;6;18;13
1;2017;1;14;6;19;13
1;2017;1;14;6;19;13
1;2017;1;14;6;19;13
3;2017;1;14;6;20;13
3;2017;1;14;6;21;13
1;2017;1;14;6;21;13
1;2017;1;14;6;21;13
1;2017;1;14;6;22;13
1;2017;1;14;6;22;13
3;2017;1;14;6;22;13
3;2017;1;14;6;22;13
3;2017;1;14;6;22;13
2;2017;1;14;6;22;13
3;2017;1;14;6;22;13
3;2017;1;14;6;22;13
3;2017;1;14;6;22;13
3;2017;1;14;6;22;13
3;2017;1;14;6;22;13
1;2017;1;14;6;23;13
3;2017;1;14;6;23;13
1;2017;1;15;7;0;14
1;2017;1;15;7;0;14
1;2017;1;15;7;0;14
1;2017;1;15;7;8;14
1;2017;1;15;7;8;14
1;2017;1;15;7;9;14
3;2017;1;15;7;9;14
1;2017;1;15;7;9;14
2;2017;1;15;7;10;14
3;2017;1;15;7;11;14
3;2017;1;15;7;11;14
3;2017;1;15;7;11;14
3;2017;1;15;7;11;14
3;2017;1;15;7;11;14
2;2017;1;15;7;11;14
3;2017;1;15;7;12;14
3;2017;1;15;7;12;14
1;2017;1;15;7;12;14
3;2017;1;15;7;13;14
3;2017;1;15;7;14;14
3;2017;1;15;7;15;14
2;2017;1;15;7;15;14
2;2017;1;15;7;15;14
2;2017;1;15;7;15;14
3;2017;1;15;7;15;14
2;2017;1;15;7;15;14
2;2017;1;15;7;15;14
3;2017;1;15;7;15;14
1;2017;1;15;7;15;14
3;2017;1;15;7;16;14
2;2017;1;15;7;16;14
2;2017;1;15;7;16;14
2;2017;1;15;7;16;14
2;2017;1;15;7;16;14
2;2017;1;15;7;16;14
2;2017;1;15;7;16;14
1;2017;1;15;7;16;14
1;2017;1;15;7;17;14
1;2017;1;15;7;17;14
1;2017;1;15;7;17;14
1;2017;1;15;7;17;14
1;2017;1;15;7;17;14
1;2017;1;15;7;17;14
1;2017;1;15;7;17;14
2;2017;1;15;7;19;14
2;2017;1;15;7;19;14
2;2017;1;15;7;19;14
1;2017;1;15;7;20;14
1;2017;1;15;7;20;14
1;2017;1;15;7;20;14
1;2017;1;15;7;20;14
2;2017;1;15;7;22;14
2;2017;1;15;7;22;14
2;2017;1;15;7;22;14
1;2017;1;15;7;23;14
1;2017;1;15;7;23;14
2;2017;1;15;7;23;14
2;2017;1;16;1;3;15
2;2017;1;15;7;22;14
1;2017;1;16;1;7;15
1;2017;1;16;1;7;15
2;2017;1;5;4;1;4
2;2017;1;16;1;8;15
2;2017;1;16;1;8;15
2;2017;1;16;1;8;15
3;2017;1;16;1;11;15
2;2017;1;16;1;12;15
2;2017;1;16;1;14;15
3;2017;1;16;1;16;15
3;2017;1;16;1;16;15
1;2017;1;16;1;18;15
1;2017;1;16;1;23;15
1;2017;1;17;2;2;16
1;2017;1;17;2;2;16
3;2017;1;17;2;7;16
2;2017;1;17;2;12;16
2;2017;1;17;2;12;16
3;2017;1;17;2;13;16
3;2017;1;17;2;13;16
3;2017;1;17;2;14;16
3;2017;1;17;2;14;16
3;2017;1;17;2;14;16
3;2017;1;17;2;14;16
3;2017;1;17;2;14;16
3;2017;1;17;2;14;16
2;2017;1;17;2;16;16
2;2017;1;17;2;16;16
1;2017;1;17;2;16;16
2;2017;1;17;2;17;16
2;2017;1;17;2;16;16
3;2017;1;17;2;18;16
2;2017;1;17;2;18;16
2;2017;1;17;2;18;16
2;2017;1;17;2;18;16
3;2017;1;17;2;18;16
3;2017;1;17;2;18;16
3;2017;1;18;3;3;17
1;2017;1;18;3;5;17
1;2017;1;18;3;5;17
1;2017;1;18;3;5;17
2;2017;1;18;3;11;17
3;2017;1;18;3;12;17
3;2017;1;18;3;13;17
3;2017;1;18;3;13;17
2;2017;1;18;3;13;17
3;2017;1;18;3;13;17
2;2017;1;18;3;13;17
2;2017;1;18;3;13;17
2;2017;1;18;3;13;17
3;2017;1;18;3;14;17
3;2017;1;18;3;19;17
2;2017;1;18;3;21;17
3;2017;1;18;3;21;17
1;2017;1;18;3;21;17
3;2017;1;18;3;22;17
1;2017;1;18;3;22;17
1;2017;1;18;3;23;17
1;2017;1;18;3;23;17
1;2017;1;18;3;23;17
1;2017;1;18;3;23;17
2;2017;1;19;4;7;18
1;2017;1;19;4;11;18
1;2017;1;19;4;11;18
1;2017;1;19;4;11;18
1;2017;1;19;4;11;18
1;2017;1;19;4;11;18
3;2017;1;19;4;13;18
2;2017;1;19;4;14;18
2;2017;1;19;4;14;18
2;2017;1;19;4;14;18
2;2017;1;19;4;22;18
1;2017;1;19;4;22;18
1;2017;1;20;5;2;19
1;2017;1;19;4;19;18
3;2017;1;20;5;9;19
1;2017;1;20;5;11;19
3;2017;1;20;5;13;19
2;2017;1;20;5;14;19
3;2017;1;20;5;18;19
3;2017;1;20;5;18;19
1;2017;1;20;5;20;19
1;2017;1;20;5;20;19
1;2017;1;20;5;20;19
3;2017;1;20;5;21;19
2;2017;1;20;5;21;19
2;2017;1;20;5;21;19
3;2017;1;21;6;1;20
2;2017;1;21;6;5;20
2;2017;1;21;6;6;20
3;2017;1;21;6;7;20
3;2017;1;21;6;9;20
3;2017;1;21;6;10;20
3;2017;1;21;6;10;20
3;2017;1;21;6;10;20
3;2017;1;21;6;10;20
1;2017;1;21;6;10;20
1;2017;1;21;6;10;20
1;2017;1;21;6;10;20
1;2017;1;21;6;10;20
3;2017;1;21;6;11;20
3;2017;1;21;6;12;20
2;2017;1;21;6;13;20
2;2017;1;21;6;13;20
2;2017;1;21;6;13;20
2;2017;1;21;6;13;20
2;2017;1;21;6;14;20
2;2017;1;21;6;14;20
2;2017;1;21;6;15;20
3;2017;1;21;6;16;20
3;2017;1;21;6;16;20
3;2017;1;21;6;16;20
3;2017;1;21;6;17;20
2;2017;1;21;6;18;20
1;2017;1;21;6;20;20
3;2017;1;1;7;21;0
3;2017;1;21;6;21;20
1;2017;1;21;6;22;20
3;2017;1;21;6;22;20
2;2017;1;22;7;0;21
2;2017;1;22;7;0;21
3;2017;1;22;7;1;21
3;2017;1;22;7;2;21
3;2017;1;22;7;5;21
3;2017;1;22;7;5;21
1;2017;1;22;7;5;21
3;2017;1;21;6;23;20
2;2017;1;22;7;7;21
2;2017;1;22;7;0;21
2;2017;1;22;7;9;21
2;2017;1;22;7;9;21
2;2017;1;22;7;9;21
2;2017;1;22;7;9;21
2;2017;1;22;7;9;21
2;2017;1;22;7;9;21
2;2017;1;22;7;11;21
3;2017;1;22;7;11;21
3;2017;1;22;7;11;21
3;2017;1;22;7;11;21
3;2017;1;22;7;11;21
3;2017;1;22;7;11;21
2;2017;1;22;7;11;21
3;2017;1;22;7;12;21
2;2017;1;22;7;12;21
3;2017;1;22;7;12;21
3;2017;1;22;7;14;21
3;2017;1;22;7;14;21
3;2017;1;22;7;14;21
3;2017;1;22;7;14;21
3;2017;1;22;7;17;21
3;2017;1;22;7;17;21
3;2017;1;22;7;17;21
3;2017;1;22;7;17;21
2;2017;1;22;7;18;21
2;2017;1;22;7;18;21
2;2017;1;23;1;6;22
3;2017;1;23;1;7;22
3;2017;1;23;1;7;22
3;2017;1;10;2;14;9
2;2017;1;23;1;14;22
2;2017;1;23;1;14;22
1;2017;1;23;1;17;22
3;2017;1;23;1;18;22
2;2017;1;23;1;19;22
2;2017;1;23;1;19;22
2;2017;1;23;1;19;22
2;2017;1;23;1;19;22
2;2017;1;23;1;19;22
2;2017;1;23;1;21;22
2;2017;1;23;1;21;22
2;2017;1;23;1;21;22
2;2017;1;23;1;21;22
2;2017;1;24;2;8;23
1;2017;1;24;2;9;23
2;2017;1;24;2;14;23
2;2017;1;24;2;15;23
2;2017;1;24;2;16;23
2;2017;1;24;2;16;23
2;2017;1;24;2;16;23
1;2017;1;24;2;16;23
2;2017;1;24;2;17;23
2;2017;1;24;2;17;23
2;2017;1;24;2;18;23
3;2017;1;24;2;20;23
1;2017;1;24;2;20;23
1;2017;1;24;2;21;23
3;2017;1;24;2;21;23
2;2017;1;22;7;0;21
2;2017;1;25;3;4;24
1;2017;1;24;2;19;23
2;2017;1;25;3;11;24
1;2017;1;25;3;11;24
1;2017;1;25;3;12;24
3;2017;1;25;3;12;24
2;2017;1;25;3;11;24
3;2017;1;25;3;13;24
2;2017;1;25;3;14;24
2;2017;1;25;3;15;24
2;2017;1;25;3;15;24
2;2017;1;25;3;15;24
2;2017;1;25;3;16;24
3;2017;1;25;3;17;24
3;2017;1;25;3;17;24
3;2017;1;25;3;21;24
3;2017;1;25;3;21;24
1;2017;1;25;3;22;24
2;2017;1;26;4;0;25
2;2017;1;26;4;0;25
1;2017;1;26;4;11;25
1;2017;1;26;4;11;25
1;2017;1;26;4;11;25
1;2017;1;26;4;11;25
1;2017;1;26;4;11;25
1;2017;1;26;4;11;25
1;2017;1;26;4;11;25
1;2017;1;26;4;11;25
1;2017;1;26;4;11;25
2;2017;1;26;4;12;25
3;2017;1;26;4;12;25
3;2017;1;26;4;12;25
2;2017;1;26;4;13;25
2;2017;1;26;4;13;25
1;2017;1;26;4;13;25
1;2017;1;26;4;13;25
1;2017;1;26;4;13;25
3;2017;1;26;4;15;25
3;2017;1;26;4;15;25
3;2017;1;26;4;16;25
1;2017;1;26;4;18;25
2;2017;1;2;1;10;1
2;2017;1;26;4;18;25
2;2017;1;26;4;18;25
2;2017;1;26;4;18;25
2;2017;1;26;4;19;25
1;2017;1;26;4;21;25
2;2017;1;27;5;1;26
2;2017;1;27;5;2;26
2;2017;1;27;5;11;26
3;2017;1;27;5;11;26
3;2017;1;27;5;11;26
3;2017;1;27;5;12;26
3;2017;1;27;5;13;26
3;2017;1;27;5;13;26
3;2017;1;27;5;13;26
1;2017;1;27;5;14;26
1;2017;1;27;5;14;26
1;2017;1;27;5;14;26
1;2017;1;27;5;14;26
1;2017;1;27;5;15;26
3;2017;1;27;5;15;26
2;2017;1;27;5;15;26
3;2017;1;27;5;16;26
3;2017;1;27;5;16;26
3;2017;1;27;5;17;26
3;2017;1;27;5;17;26
3;2017;1;27;5;18;26
3;2017;1;27;5;19;26
1;2017;1;27;5;20;26
1;2017;1;27;5;21;26
3;2017;1;27;5;21;26
3;2017;1;27;5;23;26
3;2017;1;22;7;4;21
3;2017;1;28;6;5;27
3;2017;1;28;6;5;27
1;2017;1;28;6;7;27
2;2017;1;28;6;9;27
1;2017;1;28;6;11;27
2;2017;1;28;6;11;27
2;2017;1;28;6;11;27
2;2017;1;28;6;11;27
2;2017;1;28;6;11;27
2;2017;1;28;6;11;27
3;2017;1;28;6;11;27
2;2017;1;28;6;11;27
2;2017;1;28;6;11;27
2;2017;1;28;6;12;27
2;2017;1;28;6;12;27
2;2017;1;28;6;12;27
2;2017;1;28;6;12;27
1;2017;1;28;6;12;27
1;2017;1;28;6;12;27
1;2017;1;28;6;12;27
1;2017;1;28;6;12;27
2;2017;1;28;6;13;27
3;2017;1;28;6;13;27
3;2017;1;28;6;13;27
3;2017;1;28;6;13;27
3;2017;1;28;6;13;27
3;2017;1;28;6;13;27
1;2017;1;28;6;13;27
1;2017;1;28;6;13;27
3;2017;1;28;6;13;27
1;2017;1;28;6;13;27
3;2017;1;28;6;13;27
1;2017;1;28;6;13;27
3;2017;1;28;6;13;27
3;2017;1;28;6;13;27
3;2017;1;28;6;14;27
1;2017;1;28;6;14;27
3;2017;1;28;6;14;27
3;2017;1;28;6;15;27
3;2017;1;28;6;15;27
3;2017;1;28;6;16;27
2;2017;1;28;6;16;27
2;2017;1;28;6;16;27
3;2017;1;28;6;17;27
3;2017;1;28;6;17;27
3;2017;1;28;6;18;27
2;2017;1;28;6;18;27
3;2017;1;28;6;18;27
1;2017;1;28;6;20;27
1;2017;1;28;6;21;27
3;2017;1;28;6;21;27
1;2017;1;28;6;21;27
1;2017;1;28;6;22;27
1;2017;1;28;6;22;27
1;2017;1;28;6;22;27
2;2017;1;29;7;6;28
1;2017;1;29;7;8;28
1;2017;1;29;7;8;28
1;2017;1;29;7;8;28
1;2017;1;29;7;8;28
1;2017;1;29;7;8;28
1;2017;1;29;7;9;28
1;2017;1;29;7;9;28
1;2017;1;29;7;9;28
1;2017;1;29;7;9;28
1;2017;1;29;7;9;28
1;2017;1;29;7;9;28
1;2017;1;29;7;10;28
1;2017;1;29;7;10;28
1;2017;1;29;7;10;28
2;2017;1;29;7;10;28
2;2017;1;29;7;10;28
2;2017;1;29;7;10;28
2;2017;1;29;7;11;28
3;2017;1;21;6;16;20
3;2017;1;29;7;11;28
2;2017;1;29;7;11;28
3;2017;1;29;7;11;28
2;2017;1;29;7;12;28
3;2017;1;29;7;13;28
3;2017;1;29;7;13;28
3;2017;1;29;7;13;28
2;2017;1;29;7;13;28
2;2017;1;29;7;13;28
2;2017;1;29;7;13;28
2;2017;1;29;7;13;28
3;2017;1;29;7;13;28
2;2017;1;29;7;13;28
3;2017;1;29;7;13;28
1;2017;1;29;7;13;28
2;2017;1;29;7;13;28
3;2017;1;29;7;13;28
2;2017;1;29;7;13;28
2;2017;1;29;7;14;28
2;2017;1;29;7;14;28
2;2017;1;29;7;14;28
3;2017;1;29;7;14;28
3;2017;1;29;7;14;28
3;2017;1;29;7;14;28
3;2017;1;29;7;14;28
3;2017;1;29;7;14;28
2;2017;1;29;7;14;28
2;2017;1;29;7;15;28
2;2017;1;29;7;15;28
2;2017;1;29;7;15;28
2;2017;1;29;7;15;28
1;2017;1;29;7;15;28
3;2017;1;29;7;15;28
1;2017;1;29;7;15;28
1;2017;1;29;7;16;28
1;2017;1;29;7;16;28
1;2017;1;29;7;16;28
1;2017;1;29;7;16;28
2;2017;1;29;7;16;28
2;2017;1;29;7;16;28
2;2017;1;29;7;17;28
1;2017;1;29;7;15;28
1;2017;1;29;7;18;28
2;2017;1;29;7;18;28
2;2017;1;29;7;18;28
2;2017;1;29;7;18;28
1;2017;1;29;7;18;28
2;2017;1;29;7;18;28
2;2017;1;29;7;18;28
1;2017;1;29;7;19;28
1;2017;1;29;7;19;28
1;2017;1;29;7;20;28
1;2017;1;29;7;20;28
1;2017;1;29;7;20;28
1;2017;1;29;7;22;28
2;2017;1;29;7;22;28
3;2017;1;30;1;7;29
2;2017;1;30;1;11;29
2;2017;1;30;1;11;29
2;2017;1;30;1;12;29
1;2017;1;30;1;12;29
2;2017;1;30;1;12;29
1;2017;1;30;1;12;29
1;2017;1;30;1;13;29
1;2017;1;30;1;14;29
2;2017;1;30;1;14;29
1;2017;1;30;1;14;29
1;2017;1;30;1;15;29
2;2017;1;30;1;15;29
2;2017;1;30;1;16;29
